scale_N,N,method,seed,vector_dimension,hardware,roles,users,revocation_fraction,index_size_bytes,overlay_size_bytes,reverse_adjacency_size_bytes,search_latency_ms,query_latency_p95_ms,query_latency_p99_ms,revocation_latency_ms,revocation_latency_p95_ms,revocation_latency_p99_ms,throughput_qps,recall10,operational_leakage,drift10,build_time_s
1000000,1000000,Physical-delete,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.946,0.0,0.0216,10.0
1000000,1000000,Physical-delete,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.946,0.0,0.0216,10.0
1000000,1000000,Periodic-rebuild,0,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.965,0.0374,0.0432,10.0
1000000,1000000,Periodic-rebuild,1,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.965,0.0374,0.0432,10.0
1000000,1000000,Periodic-rebuild,2,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.965,0.0374,0.0432,10.0
1000000,1000000,Periodic-rebuild,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.965,0.0374,0.0432,10.0
1000000,1000000,Periodic-rebuild,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.965,0.0374,0.0432,10.0
1000000,1000000,Per-role-index,0,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.978,0.0,0.00315,10.0
1000000,1000000,Per-role-index,1,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.978,0.0,0.00315,10.0
1000000,1000000,Per-role-index,2,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.978,0.0,0.00315,10.0
1000000,1000000,Per-role-index,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.978,0.0,0.00315,10.0
1000000,1000000,Per-role-index,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.978,0.0,0.00315,10.0
1000000,1000000,ACORN,0,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.962,0.033,0.0378,10.0
1000000,1000000,ACORN,1,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.962,0.033,0.0378,10.0
1000000,1000000,ACORN,2,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.962,0.033,0.0378,10.0
1000000,1000000,ACORN,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.962,0.033,0.0378,10.0
1000000,1000000,ACORN,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.962,0.033,0.0378,10.0
1000000,1000000,HoneyBee,0,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.964,0.0264,0.0315,10.0
1000000,1000000,HoneyBee,1,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.964,0.0264,0.0315,10.0
1000000,1000000,HoneyBee,2,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.964,0.0264,0.0315,10.0
1000000,1000000,HoneyBee,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.964,0.0264,0.0315,10.0
1000000,1000000,HoneyBee,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.964,0.0264,0.0315,10.0
1000000,1000000,SPFresh,0,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.956,0.055,0.0558,10.0
1000000,1000000,SPFresh,1,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.956,0.055,0.0558,10.0
1000000,1000000,SPFresh,2,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.956,0.055,0.0558,10.0
1000000,1000000,SPFresh,3,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.956,0.055,0.0558,10.0
1000000,1000000,SPFresh,4,1024,TierA,500,100000,0.3,2969600000,0,534528000,2.0,3.8,5.4,0.12,0.23,0.38,50000.0,0.956,0.055,0.0558,10.0
10000000,10000000,Tombstone,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.007554,0.012589,0.018884,27777.778,0.944,0.11,0.09,100.0
10000000,10000000,Tombstone,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.007554,0.012589,0.018884,27777.778,0.944,0.11,0.09,100.0
10000000,10000000,Tombstone,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.007554,0.012589,0.018884,27777.778,0.944,0.11,0.09,100.0
10000000,10000000,Tombstone,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.007554,0.012589,0.018884,27777.778,0.944,0.11,0.09,100.0
10000000,10000000,Tombstone,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.007554,0.012589,0.018884,27777.778,0.944,0.11,0.09,100.0
10000000,10000000,Post-filter,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.939,0.1188,0.0972,100.0
10000000,10000000,Post-filter,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.939,0.1188,0.0972,100.0
10000000,10000000,Post-filter,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.939,0.1188,0.0972,100.0
10000000,10000000,Post-filter,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.939,0.1188,0.0972,100.0
10000000,10000000,Post-filter,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.939,0.1188,0.0972,100.0
10000000,10000000,Lethe,0,1024,TierA,500,100000,0.3,29696000000,1930240000,5345280000,4.104,7.7976,11.0808,0.03613084,0.06193952,0.09290846,27777.778,0.976,0.0,0.00495,100.0
10000000,10000000,Lethe,1,1024,TierA,500,100000,0.3,29696000000,1930240000,5345280000,4.104,7.7976,11.0808,0.03613084,0.06193952,0.09290846,27777.778,0.976,0.0,0.00495,100.0
10000000,10000000,Lethe,2,1024,TierA,500,100000,0.3,29696000000,1930240000,5345280000,4.104,7.7976,11.0808,0.03613084,0.06193952,0.09290846,27777.778,0.976,0.0,0.00495,100.0
10000000,10000000,Lethe,3,1024,TierA,500,100000,0.3,29696000000,1930240000,5345280000,4.104,7.7976,11.0808,0.03613084,0.06193952,0.09290846,27777.778,0.976,0.0,0.00495,100.0
10000000,10000000,Lethe,4,1024,TierA,500,100000,0.3,29696000000,1930240000,5345280000,4.104,7.7976,11.0808,0.03613084,0.06193952,0.09290846,27777.778,0.976,0.0,0.00495,100.0
10000000,10000000,Physical-delete,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.946,0.0,0.0216,100.0
10000000,10000000,Physical-delete,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.946,0.0,0.0216,100.0
10000000,10000000,Physical-delete,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.946,0.0,0.0216,100.0
10000000,10000000,Physical-delete,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.946,0.0,0.0216,100.0
10000000,10000000,Physical-delete,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.946,0.0,0.0216,100.0
10000000,10000000,Periodic-rebuild,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.965,0.0374,0.0432,100.0
10000000,10000000,Periodic-rebuild,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.965,0.0374,0.0432,100.0
10000000,10000000,Periodic-rebuild,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.965,0.0374,0.0432,100.0
10000000,10000000,Periodic-rebuild,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.965,0.0374,0.0432,100.0
10000000,10000000,Periodic-rebuild,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.965,0.0374,0.0432,100.0
10000000,10000000,Per-role-index,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.978,0.0,0.00315,100.0
10000000,10000000,Per-role-index,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.978,0.0,0.00315,100.0
10000000,10000000,Per-role-index,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.978,0.0,0.00315,100.0
10000000,10000000,Per-role-index,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.978,0.0,0.00315,100.0
10000000,10000000,Per-role-index,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.978,0.0,0.00315,100.0
10000000,10000000,ACORN,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.962,0.033,0.0378,100.0
10000000,10000000,ACORN,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.962,0.033,0.0378,100.0
10000000,10000000,ACORN,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.962,0.033,0.0378,100.0
10000000,10000000,ACORN,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.962,0.033,0.0378,100.0
10000000,10000000,ACORN,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.962,0.033,0.0378,100.0
10000000,10000000,HoneyBee,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.964,0.0264,0.0315,100.0
10000000,10000000,HoneyBee,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.964,0.0264,0.0315,100.0
10000000,10000000,HoneyBee,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.964,0.0264,0.0315,100.0
10000000,10000000,HoneyBee,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.964,0.0264,0.0315,100.0
10000000,10000000,HoneyBee,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.964,0.0264,0.0315,100.0
10000000,10000000,SPFresh,0,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.956,0.055,0.0558,100.0
10000000,10000000,SPFresh,1,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.956,0.055,0.0558,100.0
10000000,10000000,SPFresh,2,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.956,0.055,0.0558,100.0
10000000,10000000,SPFresh,3,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.956,0.055,0.0558,100.0
10000000,10000000,SPFresh,4,1024,TierA,500,100000,0.3,29696000000,0,5345280000,3.6,6.84,9.72,0.151071,0.289553,0.478392,27777.778,0.956,0.055,0.0558,100.0
100000000,100000000,Tombstone,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.009509,0.015849,0.023773,19230.769,0.944,0.11,0.09,1000.0
100000000,100000000,Tombstone,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.009509,0.015849,0.023773,19230.769,0.944,0.11,0.09,1000.0
100000000,100000000,Tombstone,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.009509,0.015849,0.023773,19230.769,0.944,0.11,0.09,1000.0
100000000,100000000,Tombstone,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.009509,0.015849,0.023773,19230.769,0.944,0.11,0.09,1000.0
100000000,100000000,Tombstone,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.009509,0.015849,0.023773,19230.769,0.944,0.11,0.09,1000.0
100000000,100000000,Post-filter,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.939,0.1188,0.0972,1000.0
100000000,100000000,Post-filter,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.939,0.1188,0.0972,1000.0
100000000,100000000,Post-filter,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.939,0.1188,0.0972,1000.0
100000000,100000000,Post-filter,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.939,0.1188,0.0972,1000.0
100000000,100000000,Post-filter,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.939,0.1188,0.0972,1000.0
100000000,100000000,Lethe,0,128,TierB,500,100000,0.3,296960000000,19302400000,53452800000,5.928,11.2632,16.0056,0.0454862199999999,0.0779770799999999,0.1169647999999999,19230.769,0.976,0.0,0.00495,1000.0
100000000,100000000,Lethe,1,128,TierB,500,100000,0.3,296960000000,19302400000,53452800000,5.928,11.2632,16.0056,0.0454862199999999,0.0779770799999999,0.1169647999999999,19230.769,0.976,0.0,0.00495,1000.0
100000000,100000000,Lethe,2,128,TierB,500,100000,0.3,296960000000,19302400000,53452800000,5.928,11.2632,16.0056,0.0454862199999999,0.0779770799999999,0.1169647999999999,19230.769,0.976,0.0,0.00495,1000.0
100000000,100000000,Lethe,3,128,TierB,500,100000,0.3,296960000000,19302400000,53452800000,5.928,11.2632,16.0056,0.0454862199999999,0.0779770799999999,0.1169647999999999,19230.769,0.976,0.0,0.00495,1000.0
100000000,100000000,Lethe,4,128,TierB,500,100000,0.3,296960000000,19302400000,53452800000,5.928,11.2632,16.0056,0.0454862199999999,0.0779770799999999,0.1169647999999999,19230.769,0.976,0.0,0.00495,1000.0
100000000,100000000,Physical-delete,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.946,0.0,0.0216,1000.0
100000000,100000000,Physical-delete,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.946,0.0,0.0216,1000.0
100000000,100000000,Physical-delete,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.946,0.0,0.0216,1000.0
100000000,100000000,Physical-delete,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.946,0.0,0.0216,1000.0
100000000,100000000,Physical-delete,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.946,0.0,0.0216,1000.0
100000000,100000000,Periodic-rebuild,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.965,0.0374,0.0432,1000.0
100000000,100000000,Periodic-rebuild,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.965,0.0374,0.0432,1000.0
100000000,100000000,Periodic-rebuild,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.965,0.0374,0.0432,1000.0
100000000,100000000,Periodic-rebuild,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.965,0.0374,0.0432,1000.0
100000000,100000000,Periodic-rebuild,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.965,0.0374,0.0432,1000.0
100000000,100000000,Per-role-index,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.978,0.0,0.00315,1000.0
100000000,100000000,Per-role-index,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.978,0.0,0.00315,1000.0
100000000,100000000,Per-role-index,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.978,0.0,0.00315,1000.0
100000000,100000000,Per-role-index,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.978,0.0,0.00315,1000.0
100000000,100000000,Per-role-index,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.978,0.0,0.00315,1000.0
100000000,100000000,ACORN,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.962,0.033,0.0378,1000.0
100000000,100000000,ACORN,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.962,0.033,0.0378,1000.0
100000000,100000000,ACORN,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.962,0.033,0.0378,1000.0
100000000,100000000,ACORN,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.962,0.033,0.0378,1000.0
100000000,100000000,ACORN,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.962,0.033,0.0378,1000.0
100000000,100000000,HoneyBee,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.964,0.0264,0.0315,1000.0
100000000,100000000,HoneyBee,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.964,0.0264,0.0315,1000.0
100000000,100000000,HoneyBee,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.964,0.0264,0.0315,1000.0
100000000,100000000,HoneyBee,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.964,0.0264,0.0315,1000.0
100000000,100000000,HoneyBee,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.964,0.0264,0.0315,1000.0
100000000,100000000,SPFresh,0,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.956,0.055,0.0558,1000.0
100000000,100000000,SPFresh,1,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.956,0.055,0.0558,1000.0
100000000,100000000,SPFresh,2,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.956,0.055,0.0558,1000.0
100000000,100000000,SPFresh,3,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.956,0.055,0.0558,1000.0
100000000,100000000,SPFresh,4,128,TierB,500,100000,0.3,296960000000,0,53452800000,5.2,9.88,14.04,0.190187,0.364525,0.602259,19230.769,0.956,0.055,0.0558,1000.0
1000000000,1000000000,Tombstone,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.011972,0.019953,0.029929,14705.882,0.944,0.11,0.09,10000.0
1000000000,1000000000,Tombstone,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.011972,0.019953,0.029929,14705.882,0.944,0.11,0.09,10000.0
1000000000,1000000000,Tombstone,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.011972,0.019953,0.029929,14705.882,0.944,0.11,0.09,10000.0
1000000000,1000000000,Tombstone,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.011972,0.019953,0.029929,14705.882,0.944,0.11,0.09,10000.0
1000000000,1000000000,Tombstone,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.011972,0.019953,0.029929,14705.882,0.944,0.11,0.09,10000.0
1000000000,1000000000,Post-filter,0,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.939,0.1188,0.0972,10000.0
1000000000,1000000000,Post-filter,1,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.939,0.1188,0.0972,10000.0
1000000000,1000000000,Post-filter,2,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.939,0.1188,0.0972,10000.0
1000000000,1000000000,Post-filter,3,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.939,0.1188,0.0972,10000.0
1000000000,1000000000,Post-filter,4,128,TierB,500,100000,0.3,2969600000000,0,534528000000,6.8,12.92,18.36,0.239431,0.45891,0.7582,14705.882,0.939,0.1188,0.0972,10000.0
