dataset,N,N_indexed,roles,users,shared_fraction,exception_rate,base_graph_bytes,vector_store_bytes,predicate_table_bytes,exception_bitmap_bytes,reverse_adjacency_bytes,bypass_overlay_bytes,key_metadata_bytes,audit_log_metadata_bytes,alignment_padding_bytes,total_lethe_bytes,per_role_index_bytes,per_user_index_bytes,memory_ratio_vs_shared,memory_ratio_vs_per_role,memory_ratio_vs_per_user
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.2,7124582400,4987207680,54300732,56996659,1353670656,252922675,21373747,12824248,30847505,8907518622,58421575680,6269632512000,1.0,0.15246967,0.0014207401
LegalBench-RAG,1200000,1200000,10,1000,0.5,0.5,7124582400,4987207680,67124980,121117900,1353670656,338417664,21373747,21373747,43842743,9091503837,58421575680,6269632512000,1.0,0.15561894,0.0014500856
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.0,7124582400,4987207680,45751233,14249164,1396418150,270734131,21373747,7124582,28168662,8908402069,62696325120,6269632512000,1.0,0.14208811,0.0014208811
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.01,7124582400,4987207680,46178708,16386539,1396418150,275293863,21373747,7409565,28738628,8916381600,62696325120,6269632512000,1.0,0.14221538,0.0014221538
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.05,7124582400,4987207680,47888608,24936038,1396418150,293532794,21373747,8549498,31018494,8948299729,62696325120,6269632512000,1.0,0.14272447,0.0014272447
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.1,7124582400,4987207680,50025982,35622912,1396418150,316331458,21373747,9974415,33868327,8988197391,62696325120,6269632512000,1.0,0.14336083,0.0014336083
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.2,7124582400,4987207680,54300732,56996659,1396418150,361928785,21373747,12824248,39567993,9067992714,62696325120,6269632512000,1.0,0.14463356,0.0014463356
LegalBench-RAG,1200000,1200000,10,1000,0.8,0.5,7124582400,4987207680,67124980,121117900,1396418150,498720768,21373747,21373747,56666991,9307378683,62696325120,6269632512000,1.0,0.14845174,0.0014845174
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.0,7124582400,4987207680,45751233,14249164,1417791897,308138188,21373747,7124582,31160986,8970172197,64833699839,6269632512000,1.0,0.13835663,0.0014307333
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.01,7124582400,4987207680,46178708,16386539,1417791897,313552871,21373747,7409565,31799349,8979075076,64833699839,6269632512000,1.0,0.13849395,0.0014321533
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.05,7124582400,4987207680,47888608,24936038,1417791897,335211601,21373747,8549498,34352799,9014686588,64833699839,6269632512000,1.0,0.13904322,0.0014378333
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.1,7124582400,4987207680,50025982,35622912,1417791897,362285015,21373747,9974415,37544612,9059200980,64833699839,6269632512000,1.0,0.13972982,0.0014449333
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.2,7124582400,4987207680,54300732,56996659,1417791897,416431841,21373747,12824248,43928238,9148229762,64833699839,6269632512000,1.0,0.141103,0.0014591333
LegalBench-RAG,1200000,1200000,10,1000,0.95,0.5,7124582400,4987207680,67124980,121117900,1417791897,578872320,21373747,21373747,63079115,9415316106,64833699839,6269632512000,1.0,0.14522256,0.0015017333
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.0,7124582400,4987207680,45751233,14249164,1310923161,121117900,21373747,7124582,16199363,8661321550,54146826240,62696325120000,1.0,0.15995991,0.0001381472
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.01,7124582400,4987207680,46178708,16386539,1310923161,122257833,21373747,7409565,16495746,8665607699,54146826240,62696325120000,1.0,0.16003907,0.0001382156
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.05,7124582400,4987207680,47888608,24936038,1310923161,126817566,21373747,8549498,17681276,8682752294,54146826240,62696325120000,1.0,0.1603557,0.000138489
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.1,7124582400,4987207680,50025982,35622912,1310923161,132517232,21373747,9974415,19163189,8704183038,54146826240,62696325120000,1.0,0.16075149,0.0001388308
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.2,7124582400,4987207680,54300732,56996659,1310923161,143916564,21373747,12824248,22127016,8747044527,54146826240,62696325120000,1.0,0.16154307,0.0001395145
LegalBench-RAG,1200000,1200000,10,10000,0.2,0.5,7124582400,4987207680,67124980,121117900,1310923161,178114560,21373747,21373747,31018494,8875628989,54146826240,62696325120000,1.0,0.16391781,0.0001415654
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.0,7124582400,4987207680,45751233,14249164,1353670656,195926016,21373747,7124582,22184012,8784861810,58421575680,62696325120000,1.0,0.15037016,0.0001401177
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.01,7124582400,4987207680,46178708,16386539,1353670656,198775848,21373747,7409565,22617187,8790994650,58421575680,62696325120000,1.0,0.15047514,0.0001402155
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.05,7124582400,4987207680,47888608,24936038,1353670656,210175180,21373747,8549498,24349885,8815526012,58421575680,62696325120000,1.0,0.15089504,0.0001406067
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.1,7124582400,4987207680,50025982,35622912,1353670656,224424345,21373747,9974415,26515758,8846190215,58421575680,62696325120000,1.0,0.15141992,0.0001410958
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.2,7124582400,4987207680,54300732,56996659,1353670656,252922675,21373747,12824248,30847505,8907518622,58421575680,62696325120000,1.0,0.15246967,0.000142074
LegalBench-RAG,1200000,1200000,10,10000,0.5,0.5,7124582400,4987207680,67124980,121117900,1353670656,338417664,21373747,21373747,43842743,9091503837,58421575680,62696325120000,1.0,0.15561894,0.0001450086
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.0,7124582400,4987207680,45751233,14249164,1396418150,270734131,21373747,7124582,28168662,8908402069,62696325120,62696325120000,1.0,0.14208811,0.0001420881
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.01,7124582400,4987207680,46178708,16386539,1396418150,275293863,21373747,7409565,28738628,8916381600,62696325120,62696325120000,1.0,0.14221538,0.0001422154
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.05,7124582400,4987207680,47888608,24936038,1396418150,293532794,21373747,8549498,31018494,8948299729,62696325120,62696325120000,1.0,0.14272447,0.0001427245
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.1,7124582400,4987207680,50025982,35622912,1396418150,316331458,21373747,9974415,33868327,8988197391,62696325120,62696325120000,1.0,0.14336083,0.0001433608
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.2,7124582400,4987207680,54300732,56996659,1396418150,361928785,21373747,12824248,39567993,9067992714,62696325120,62696325120000,1.0,0.14463356,0.0001446336
LegalBench-RAG,1200000,1200000,10,10000,0.8,0.5,7124582400,4987207680,67124980,121117900,1396418150,498720768,21373747,21373747,56666991,9307378683,62696325120,62696325120000,1.0,0.14845174,0.0001484517
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.0,7124582400,4987207680,45751233,14249164,1417791897,308138188,21373747,7124582,31160986,8970172197,64833699839,62696325120000,1.0,0.13835663,0.0001430733
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.01,7124582400,4987207680,46178708,16386539,1417791897,313552871,21373747,7409565,31799349,8979075076,64833699839,62696325120000,1.0,0.13849395,0.0001432153
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.05,7124582400,4987207680,47888608,24936038,1417791897,335211601,21373747,8549498,34352799,9014686588,64833699839,62696325120000,1.0,0.13904322,0.0001437833
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.1,7124582400,4987207680,50025982,35622912,1417791897,362285015,21373747,9974415,37544612,9059200980,64833699839,62696325120000,1.0,0.13972982,0.0001444933
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.2,7124582400,4987207680,54300732,56996659,1417791897,416431841,21373747,12824248,43928238,9148229762,64833699839,62696325120000,1.0,0.141103,0.0001459133
LegalBench-RAG,1200000,1200000,10,10000,0.95,0.5,7124582400,4987207680,67124980,121117900,1417791897,578872320,21373747,21373747,63079115,9415316106,64833699839,62696325120000,1.0,0.14522256,0.0001501733
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.0,7124582400,4987207680,45751233,14249164,1310923161,121117900,21373747,7124582,16199363,8661321550,54146826240,626963251200000,1.0,0.15995991,1.38147e-05
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.01,7124582400,4987207680,46178708,16386539,1310923161,122257833,21373747,7409565,16495746,8665607699,54146826240,626963251200000,1.0,0.16003907,1.38216e-05
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.05,7124582400,4987207680,47888608,24936038,1310923161,126817566,21373747,8549498,17681276,8682752294,54146826240,626963251200000,1.0,0.1603557,1.38489e-05
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.1,7124582400,4987207680,50025982,35622912,1310923161,132517232,21373747,9974415,19163189,8704183038,54146826240,626963251200000,1.0,0.16075149,1.38831e-05
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.2,7124582400,4987207680,54300732,56996659,1310923161,143916564,21373747,12824248,22127016,8747044527,54146826240,626963251200000,1.0,0.16154307,1.39514e-05
LegalBench-RAG,1200000,1200000,10,100000,0.2,0.5,7124582400,4987207680,67124980,121117900,1310923161,178114560,21373747,21373747,31018494,8875628989,54146826240,626963251200000,1.0,0.16391781,1.41565e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.0,7124582400,4987207680,45751233,14249164,1353670656,195926016,21373747,7124582,22184012,8784861810,58421575680,626963251200000,1.0,0.15037016,1.40118e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.01,7124582400,4987207680,46178708,16386539,1353670656,198775848,21373747,7409565,22617187,8790994650,58421575680,626963251200000,1.0,0.15047514,1.40215e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.05,7124582400,4987207680,47888608,24936038,1353670656,210175180,21373747,8549498,24349885,8815526012,58421575680,626963251200000,1.0,0.15089504,1.40607e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.1,7124582400,4987207680,50025982,35622912,1353670656,224424345,21373747,9974415,26515758,8846190215,58421575680,626963251200000,1.0,0.15141992,1.41096e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.2,7124582400,4987207680,54300732,56996659,1353670656,252922675,21373747,12824248,30847505,8907518622,58421575680,626963251200000,1.0,0.15246967,1.42074e-05
LegalBench-RAG,1200000,1200000,10,100000,0.5,0.5,7124582400,4987207680,67124980,121117900,1353670656,338417664,21373747,21373747,43842743,9091503837,58421575680,626963251200000,1.0,0.15561894,1.45009e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.0,7124582400,4987207680,45751233,14249164,1396418150,270734131,21373747,7124582,28168662,8908402069,62696325120,626963251200000,1.0,0.14208811,1.42088e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.01,7124582400,4987207680,46178708,16386539,1396418150,275293863,21373747,7409565,28738628,8916381600,62696325120,626963251200000,1.0,0.14221538,1.42215e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.05,7124582400,4987207680,47888608,24936038,1396418150,293532794,21373747,8549498,31018494,8948299729,62696325120,626963251200000,1.0,0.14272447,1.42724e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.1,7124582400,4987207680,50025982,35622912,1396418150,316331458,21373747,9974415,33868327,8988197391,62696325120,626963251200000,1.0,0.14336083,1.43361e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.2,7124582400,4987207680,54300732,56996659,1396418150,361928785,21373747,12824248,39567993,9067992714,62696325120,626963251200000,1.0,0.14463356,1.44634e-05
LegalBench-RAG,1200000,1200000,10,100000,0.8,0.5,7124582400,4987207680,67124980,121117900,1396418150,498720768,21373747,21373747,56666991,9307378683,62696325120,626963251200000,1.0,0.14845174,1.48452e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.0,7124582400,4987207680,45751233,14249164,1417791897,308138188,21373747,7124582,31160986,8970172197,64833699839,626963251200000,1.0,0.13835663,1.43073e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.01,7124582400,4987207680,46178708,16386539,1417791897,313552871,21373747,7409565,31799349,8979075076,64833699839,626963251200000,1.0,0.13849395,1.43215e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.05,7124582400,4987207680,47888608,24936038,1417791897,335211601,21373747,8549498,34352799,9014686588,64833699839,626963251200000,1.0,0.13904322,1.43783e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.1,7124582400,4987207680,50025982,35622912,1417791897,362285015,21373747,9974415,37544612,9059200980,64833699839,626963251200000,1.0,0.13972982,1.44493e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.2,7124582400,4987207680,54300732,56996659,1417791897,416431841,21373747,12824248,43928238,9148229762,64833699839,626963251200000,1.0,0.141103,1.45913e-05
LegalBench-RAG,1200000,1200000,10,100000,0.95,0.5,7124582400,4987207680,67124980,121117900,1417791897,578872320,21373747,21373747,63079115,9415316106,64833699839,626963251200000,1.0,0.14522256,1.50173e-05
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.0,7124582400,4987207680,56787892,14249164,1310923161,121117900,21373747,7124582,17082296,8673241142,270734131200,6269632512000,1.0,0.03203601,0.0013833731
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.01,7124582400,4987207680,57215367,16386539,1310923161,122257833,21373747,7409565,17378678,8677527290,270734131200,6269632512000,1.0,0.03205184,0.0013840568
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.05,7124582400,4987207680,58925267,24936038,1310923161,126817566,21373747,8549498,18564209,8694671886,270734131200,6269632512000,1.0,0.03211517,0.0013867913
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.1,7124582400,4987207680,61062642,35622912,1310923161,132517232,21373747,9974415,20046122,8716102631,270734131200,6269632512000,1.0,0.03219433,0.0013902095
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.2,7124582400,4987207680,65337391,56996659,1310923161,143916564,21373747,12824248,23009948,8758964118,270734131200,6269632512000,1.0,0.03235264,0.0013970459
LegalBench-RAG,1200000,1200000,50,1000,0.2,0.5,7124582400,4987207680,78161640,121117900,1310923161,178114560,21373747,21373747,31901427,8887548582,270734131200,6269632512000,1.0,0.03282759,0.0014175549
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.0,7124582400,4987207680,56787892,14249164,1353670656,195926016,21373747,7124582,23066945,8796781402,292107878400,6269632512000,1.0,0.03011484,0.0014030777
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.01,7124582400,4987207680,57215367,16386539,1353670656,198775848,21373747,7409565,23500120,8802914242,292107878400,6269632512000,1.0,0.03013583,0.0014040559
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.05,7124582400,4987207680,58925267,24936038,1353670656,210175180,21373747,8549498,25232818,8827445604,292107878400,6269632512000,1.0,0.03021981,0.0014079686
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.1,7124582400,4987207680,61062642,35622912,1353670656,224424345,21373747,9974415,27398691,8858109808,292107878400,6269632512000,1.0,0.03032479,0.0014128595
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.2,7124582400,4987207680,65337391,56996659,1353670656,252922675,21373747,12824248,31730437,8919438213,292107878400,6269632512000,1.0,0.03053474,0.0014226413
LegalBench-RAG,1200000,1200000,50,1000,0.5,0.5,7124582400,4987207680,78161640,121117900,1353670656,338417664,21373747,21373747,44725676,9103423430,292107878400,6269632512000,1.0,0.03116459,0.0014519868
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.0,7124582400,4987207680,56787892,14249164,1396418150,270734131,21373747,7124582,29051594,8920321660,313481625600,6269632512000,1.0,0.02845564,0.0014227822
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.01,7124582400,4987207680,57215367,16386539,1396418150,275293863,21373747,7409565,29621561,8928301192,313481625600,6269632512000,1.0,0.0284811,0.0014240549
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.05,7124582400,4987207680,58925267,24936038,1396418150,293532794,21373747,8549498,31901427,8960219321,313481625600,6269632512000,1.0,0.02858292,0.0014291459
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.1,7124582400,4987207680,61062642,35622912,1396418150,316331458,21373747,9974415,34751260,9000116984,313481625600,6269632512000,1.0,0.02871019,0.0014355095
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.2,7124582400,4987207680,65337391,56996659,1396418150,361928785,21373747,12824248,40450926,9079912306,313481625600,6269632512000,1.0,0.02896474,0.0014482368
LegalBench-RAG,1200000,1200000,50,1000,0.8,0.5,7124582400,4987207680,78161640,121117900,1396418150,498720768,21373747,21373747,57549924,9319298276,313481625600,6269632512000,1.0,0.02972837,0.0014864186
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.0,7124582400,4987207680,56787892,14249164,1417791897,308138188,21373747,7124582,32043919,8982091789,324168499200,6269632512000,1.0,0.0277081,0.0014326345
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.01,7124582400,4987207680,57215367,16386539,1417791897,313552871,21373747,7409565,32682281,8990994667,324168499200,6269632512000,1.0,0.02773556,0.0014340545
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.05,7124582400,4987207680,58925267,24936038,1417791897,335211601,21373747,8549498,35235732,9026606180,324168499200,6269632512000,1.0,0.02784541,0.0014397345
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.1,7124582400,4987207680,61062642,35622912,1417791897,362285015,21373747,9974415,38427545,9071120573,324168499200,6269632512000,1.0,0.02798273,0.0014468345
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.2,7124582400,4987207680,65337391,56996659,1417791897,416431841,21373747,12824248,44811171,9160149354,324168499200,6269632512000,1.0,0.02825737,0.0014610345
LegalBench-RAG,1200000,1200000,50,1000,0.95,0.5,7124582400,4987207680,78161640,121117900,1417791897,578872320,21373747,21373747,63962048,9427235699,324168499200,6269632512000,1.0,0.02908128,0.0015036345
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.0,7124582400,4987207680,56787892,14249164,1310923161,121117900,21373747,7124582,17082296,8673241142,270734131200,62696325120000,1.0,0.03203601,0.0001383373
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.01,7124582400,4987207680,57215367,16386539,1310923161,122257833,21373747,7409565,17378678,8677527290,270734131200,62696325120000,1.0,0.03205184,0.0001384057
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.05,7124582400,4987207680,58925267,24936038,1310923161,126817566,21373747,8549498,18564209,8694671886,270734131200,62696325120000,1.0,0.03211517,0.0001386791
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.1,7124582400,4987207680,61062642,35622912,1310923161,132517232,21373747,9974415,20046122,8716102631,270734131200,62696325120000,1.0,0.03219433,0.0001390209
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.2,7124582400,4987207680,65337391,56996659,1310923161,143916564,21373747,12824248,23009948,8758964118,270734131200,62696325120000,1.0,0.03235264,0.0001397046
LegalBench-RAG,1200000,1200000,50,10000,0.2,0.5,7124582400,4987207680,78161640,121117900,1310923161,178114560,21373747,21373747,31901427,8887548582,270734131200,62696325120000,1.0,0.03282759,0.0001417555
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.0,7124582400,4987207680,56787892,14249164,1353670656,195926016,21373747,7124582,23066945,8796781402,292107878400,62696325120000,1.0,0.03011484,0.0001403078
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.01,7124582400,4987207680,57215367,16386539,1353670656,198775848,21373747,7409565,23500120,8802914242,292107878400,62696325120000,1.0,0.03013583,0.0001404056
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.05,7124582400,4987207680,58925267,24936038,1353670656,210175180,21373747,8549498,25232818,8827445604,292107878400,62696325120000,1.0,0.03021981,0.0001407969
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.1,7124582400,4987207680,61062642,35622912,1353670656,224424345,21373747,9974415,27398691,8858109808,292107878400,62696325120000,1.0,0.03032479,0.0001412859
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.2,7124582400,4987207680,65337391,56996659,1353670656,252922675,21373747,12824248,31730437,8919438213,292107878400,62696325120000,1.0,0.03053474,0.0001422641
LegalBench-RAG,1200000,1200000,50,10000,0.5,0.5,7124582400,4987207680,78161640,121117900,1353670656,338417664,21373747,21373747,44725676,9103423430,292107878400,62696325120000,1.0,0.03116459,0.0001451987
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.0,7124582400,4987207680,56787892,14249164,1396418150,270734131,21373747,7124582,29051594,8920321660,313481625600,62696325120000,1.0,0.02845564,0.0001422782
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.01,7124582400,4987207680,57215367,16386539,1396418150,275293863,21373747,7409565,29621561,8928301192,313481625600,62696325120000,1.0,0.0284811,0.0001424055
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.05,7124582400,4987207680,58925267,24936038,1396418150,293532794,21373747,8549498,31901427,8960219321,313481625600,62696325120000,1.0,0.02858292,0.0001429146
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.1,7124582400,4987207680,61062642,35622912,1396418150,316331458,21373747,9974415,34751260,9000116984,313481625600,62696325120000,1.0,0.02871019,0.0001435509
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.2,7124582400,4987207680,65337391,56996659,1396418150,361928785,21373747,12824248,40450926,9079912306,313481625600,62696325120000,1.0,0.02896474,0.0001448237
LegalBench-RAG,1200000,1200000,50,10000,0.8,0.5,7124582400,4987207680,78161640,121117900,1396418150,498720768,21373747,21373747,57549924,9319298276,313481625600,62696325120000,1.0,0.02972837,0.0001486419
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.0,7124582400,4987207680,56787892,14249164,1417791897,308138188,21373747,7124582,32043919,8982091789,324168499200,62696325120000,1.0,0.0277081,0.0001432634
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.01,7124582400,4987207680,57215367,16386539,1417791897,313552871,21373747,7409565,32682281,8990994667,324168499200,62696325120000,1.0,0.02773556,0.0001434054
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.05,7124582400,4987207680,58925267,24936038,1417791897,335211601,21373747,8549498,35235732,9026606180,324168499200,62696325120000,1.0,0.02784541,0.0001439734
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.1,7124582400,4987207680,61062642,35622912,1417791897,362285015,21373747,9974415,38427545,9071120573,324168499200,62696325120000,1.0,0.02798273,0.0001446834
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.2,7124582400,4987207680,65337391,56996659,1417791897,416431841,21373747,12824248,44811171,9160149354,324168499200,62696325120000,1.0,0.02825737,0.0001461034
LegalBench-RAG,1200000,1200000,50,10000,0.95,0.5,7124582400,4987207680,78161640,121117900,1417791897,578872320,21373747,21373747,63962048,9427235699,324168499200,62696325120000,1.0,0.02908128,0.0001503634
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.0,7124582400,4987207680,56787892,14249164,1310923161,121117900,21373747,7124582,17082296,8673241142,270734131200,626963251200000,1.0,0.03203601,1.38337e-05
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.01,7124582400,4987207680,57215367,16386539,1310923161,122257833,21373747,7409565,17378678,8677527290,270734131200,626963251200000,1.0,0.03205184,1.38406e-05
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.05,7124582400,4987207680,58925267,24936038,1310923161,126817566,21373747,8549498,18564209,8694671886,270734131200,626963251200000,1.0,0.03211517,1.38679e-05
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.1,7124582400,4987207680,61062642,35622912,1310923161,132517232,21373747,9974415,20046122,8716102631,270734131200,626963251200000,1.0,0.03219433,1.39021e-05
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.2,7124582400,4987207680,65337391,56996659,1310923161,143916564,21373747,12824248,23009948,8758964118,270734131200,626963251200000,1.0,0.03235264,1.39705e-05
LegalBench-RAG,1200000,1200000,50,100000,0.2,0.5,7124582400,4987207680,78161640,121117900,1310923161,178114560,21373747,21373747,31901427,8887548582,270734131200,626963251200000,1.0,0.03282759,1.41755e-05
LegalBench-RAG,1200000,1200000,50,100000,0.5,0.0,7124582400,4987207680,56787892,14249164,1353670656,195926016,21373747,7124582,23066945,8796781402,292107878400,626963251200000,1.0,0.03011484,1.40308e-05
LegalBench-RAG,1200000,1200000,50,100000,0.5,0.01,7124582400,4987207680,57215367,16386539,1353670656,198775848,21373747,7409565,23500120,8802914242,292107878400,626963251200000,1.0,0.03013583,1.40406e-05
LegalBench-RAG,1200000,1200000,50,100000,0.5,0.05,7124582400,4987207680,58925267,24936038,1353670656,210175180,21373747,8549498,25232818,8827445604,292107878400,626963251200000,1.0,0.03021981,1.40797e-05
LegalBench-RAG,1200000,1200000,50,100000,0.5,0.1,7124582400,4987207680,61062642,35622912,1353670656,224424345,21373747,9974415,27398691,8858109808,292107878400,626963251200000,1.0,0.03032479,1.41286e-05
LegalBench-RAG,1200000,1200000,50,100000,0.5,0.2,7124582400,4987207680,65337391,56996659,1353670656,252922675,21373747,12824248,31730437,8919438213,292107878400,626963251200000,1.0,0.03053474,1.42264e-05
